,title,price,condition,bids,sold date,postage
56,SAPPHIRE NITRO+ Radeon RX 580 8GB GDDR5 Graphics Card,198.0,Brand new,*Buy Now*,26-Aug 14:58,4.10
57,MSI Radeon RX 580 GAMING X 8 GB GDDR5 2xDP/2xHDMI/DVI-D Graphics Card,140.0,Pre-owned,*Buy Now*,26-Aug 14:54,Free
58,SAPPHIRE Nitro+ Radeon RX 580 8GB GDDR5 Graphics Card,166.71,Pre-owned,*Buy Now*,26-Aug 14:52,13.48
59,SAPPHIRE  RX 580 NITRO+ 8GB GDDR5 Graphics Card,145.0,Pre-owned,*Buy Now*,26-Aug 14:50,5.20
60,MSI Radeon RX 580 8GB ARMOR Graphics Card,154.49,Brand new,*Buy Now*,26-Aug 13:44,Free
61,Sapphire radeon pulse rx 580 8gb gddr5,129.99,Opened – never used,*Buy Now*,26-Aug 06:43,Free
62,"Sapphire RX 580 Nitro+ Graphics Card, 4GB GDDR5 OC edition",100.0,Pre-owned,*Buy Now*,25-Aug 23:07,12.00
63,MSI Radeon RX 580 8 GB Armor OC Graphics Card - Currys,155.0,Brand new,*Buy Now*,25-Aug 21:28,Free
64,SAPPHIRE NITRO+ Radeon RX 580 4GB GDDR5 Graphics Card (11265-07-20G),106.28,Pre-owned,27 bids,25-Aug 16:16,10.00
65,Sapphire AMD Radeon RX 580 GDDR5 8GB NITRO+ Graphics Card,150.0,Pre-owned,*Buy Now*,25-Aug 14:29,7.28
66,Rx 580 8gb untested,73.5,Pre-owned,19 bids,25-Aug 13:43,1.64
67,Sonnet eGFX Breakaway Box 350W eGPU + AMD Radeon RX580 ideal for Mac,351.0,Pre-owned,7 bids,25-Aug 12:36,15.00
68,GIGABYTE RADEON RX580 4GB DVI HDMI DisplayPort video graphics card,109.99,Pre-owned,*Buy Now*,25-Aug 12:28,Free
69,XFX RX580 8gb GTS OC Edition Graphics Card - PRISTINE,144.99,Pre-owned,*Buy Now*,25-Aug 10:52,Free
70,"MSI Radeon RX 580 ARMOR 8G OC Graphics Card Good condition , 1080p ultra 60fps",119.99,Pre-owned,*Buy Now*,25-Aug 08:16,Free
71,SAPPHIRE PULSE Radeon RX 580 8GB GDDR5 Graphics Card in box,129.0,Refurbished,7 bids,25-Aug 07:11,Free
72,SAPPHIRE NITRO+ Radeon RX 580 4GB GDDR5 Graphics Card (11265-07-20G),89.99,Pre-owned,1 bid,24-Aug 23:20,9.02
73,ASUS AMD Radeon ROG Strix RX 580 8gGB Gaming Graphics Card,126.0,Pre-owned,5 bids,24-Aug 22:51,7.39
74,ASUS Dual OC RX 580 8GB Graphics Card 2,134.99,Pre-owned,*Buy Now*,24-Aug 22:27,5.00
75,MSI Radeon RX 580 GAMING X 8 GB GDDR5 2xDP/2xHDMI/DVI-D Graphics Card,120.0,Pre-owned,5 bids,24-Aug 21:31,5.99
76,PowerColor Radeon RX 580 RED Dragon V2 Radeon RX580 Graphic Card 8 GB,129.99,Pre-owned,*Buy Now*,24-Aug 20:35,Free
77,"MSI Radeon RX 580 ARMOR 8G OC Graphics Card Good condition , 1080p ultra 60fps",130.0,Pre-owned,*Buy Now*,24-Aug 19:36,5.20
78,PowerColor Radeon RX 580 RED Dragon V2 Radeon RX580 Graphic Card 8 GB,149.99,Pre-owned,*Buy Now*,24-Aug 19:10,2.99
79,GPU Cooler Graphics Card Fan GIGABYTE GV-RX570AORUS GVRX580AORUS Replacement New,13.99,Brand new,*Buy Now*,24-Aug 18:56,Free
80,Sapphire Radeon Rx 580 8Gb Gddr5 Pulse Amd 11265-05-20G,150.0,Pre-owned,*Buy Now*,24-Aug 14:52,Free
81,radeon rx 580 8gb red dragon,111.0,Pre-owned,6 bids,24-Aug 13:52,4.10
82,SAPPHIRE Radeon RX 580 8gb NITRO Special Edition,175.0,Pre-owned,*Buy Now*,24-Aug 13:47,7.10
83,Genuine SAPPHIRE NITRO+ RADEON RX 580 4GB G5 GPU in Excellent Condition UK,118.0,Refurbished,*Buy Now*,24-Aug 13:24,5.99
84,SAPPHIRE 11265-01-20G Radeon RX 580 8GB GDDR5 Graphics Card,130.0,Pre-owned,*Buy Now*,24-Aug 12:55,6.00
85,MSI Apple Mac Pro AMD Radeon RX580 8GB PCI-E Video Card 7950 Catalina 680 K5000,272.94,New (other),*Buy Now*,24-Aug 12:06,65.64
86,MSI Radeon RX 580 ARMOR 8GB OC Graphics Card GPU ,110.0,Pre-owned,*Buy Now*,24-Aug 10:43,Free
87,Genuine SAPPHIRE NITRO+ RADEON RX 580 4GB G5 GPU in Excellent Condition UK,118.0,Refurbished,*Buy Now*,24-Aug 09:25,5.99
88,ASUS Dual OC RX 580 8GB Graphics Card 3,134.99,Pre-owned,*Buy Now*,23-Aug 21:07,5.00
89,SAPPHIRE Pulse AMD Radeon RX 580 4GB GDDR5 graphics card - excellent condition,95.0,Pre-owned,14 bids,23-Aug 20:59,Free
90,ASUS Dual OC RX 580 8GB Graphics Card,134.99,Pre-owned,*Buy Now*,23-Aug 20:46,5.00
91,PowerColor Radeon RX 580 RED Dragon V2 Graphic Card 8 GB,125.0,Pre-owned,*Buy Now*,23-Aug 20:31,Free
93,PowerColor Red Devil Radeon RX 580 8GB GDDR5 Golden Sample,127.0,Pre-owned,16 bids,23-Aug 18:39,8.80
94,Sapphire Radeon Pulse RX 580 8gb GDDR5 11265-05-20G,125.0,Pre-owned,1 bid,23-Aug 13:45,4.10
95,MSI GAMING X RX 580 8GB Graphics Card 2,139.9,Pre-owned,*Buy Now*,23-Aug 13:23,5.00
96,"AMD APPLE Radeon RX 580 NITRO 8GB Mac Edition With Boot screen, for Mac Pro",359.95,Refurbished,*Buy Now*,23-Aug 13:14,Free
97,MSI Radeon RX 580 Gaming X Plus 8GB DDR5 Perfect Condition Tested and Working,134.0,Pre-owned,9 bids,23-Aug 11:52,5.00
98,SAPPHIRE 11265-01-20G Radeon RX 580 8GB GDDR5 Graphics Card,160.0,Refurbished,*Buy Now*,23-Aug 01:31,Free
99,Gigabyte Aorus AMD Radeon Rx 580 4GB GV-RX580AORUS-4GD,131.28,Pre-owned,*Buy Now*,23-Aug 01:22,54.70
